image,label,image_path
Accidents-online-video-cutter_com-_mp4-881_jpg.rf.5bb421d069ddb0b7ab1b426a992cd86f.jpg,0,DATASET/train/Accidents-online-video-cutter_com-_mp4-881_jpg.rf.5bb421d069ddb0b7ab1b426a992cd86f.jpg
OIP-54-_jpeg.rf.5bf8ebcde56d11d2cf52856f5a9b9fd1.jpg,1,DATASET/train/OIP-54-_jpeg.rf.5bf8ebcde56d11d2cf52856f5a9b9fd1.jpg
test_15_jpg.rf.5bbdf50db09d533b8a43d418fe0e7579.jpg,0,DATASET/train/test_15_jpg.rf.5bbdf50db09d533b8a43d418fe0e7579.jpg
Accidents-online-video-cutter_com-_mp4-1118_jpg.rf.5c20657f3da9401b32f91128a1388832.jpg,0,DATASET/train/Accidents-online-video-cutter_com-_mp4-1118_jpg.rf.5c20657f3da9401b32f91128a1388832.jpg
5_30_jpg.rf.5c6a3cbc4657cfe85bc750da4bf13dda.jpg,0,DATASET/train/5_30_jpg.rf.5c6a3cbc4657cfe85bc750da4bf13dda.jpg
Accidents-online-video-cutter_com-_mp4-1047_jpg.rf.5c47620928ad758d2b6dce26f89cb1c0.jpg,0,DATASET/train/Accidents-online-video-cutter_com-_mp4-1047_jpg.rf.5c47620928ad758d2b6dce26f89cb1c0.jpg
Accidents-online-video-cutter_com-_mp4-258_jpg.rf.5c5abceb50935c4e7f465aaebe962178.jpg,0,DATASET/train/Accidents-online-video-cutter_com-_mp4-258_jpg.rf.5c5abceb50935c4e7f465aaebe962178.jpg
Accidents-online-video-cutter_com-_mp4-521_jpg.rf.5c1ec80f58bd5803f00a0dac21ce290d.jpg,1,DATASET/train/Accidents-online-video-cutter_com-_mp4-521_jpg.rf.5c1ec80f58bd5803f00a0dac21ce290d.jpg
Accidents-online-video-cutter_com-_mp4-1043_jpg.rf.5c8031e75cabc7fd3df8c0ab16566fc7.jpg,0,DATASET/train/Accidents-online-video-cutter_com-_mp4-1043_jpg.rf.5c8031e75cabc7fd3df8c0ab16566fc7.jpg
test30_6_jpg.rf.5c82bc7eae247806ec10c9275433d911.jpg,0,DATASET/train/test30_6_jpg.rf.5c82bc7eae247806ec10c9275433d911.jpg
Accidents-online-video-cutter_com-_mp4-92_jpg.rf.5ca81d0bb63a6f81bcb94b8e21b1e5f2.jpg,1,DATASET/train/Accidents-online-video-cutter_com-_mp4-92_jpg.rf.5ca81d0bb63a6f81bcb94b8e21b1e5f2.jpg
Accidents-online-video-cutter_com-_mp4-251_jpg.rf.5d3d27d11fa6e2809ea64c58e748ee49.jpg,0,DATASET/train/Accidents-online-video-cutter_com-_mp4-251_jpg.rf.5d3d27d11fa6e2809ea64c58e748ee49.jpg
OIP-59-_jpeg.rf.5c9785eef8a36939aa45efe29742c581.jpg,1,DATASET/train/OIP-59-_jpeg.rf.5c9785eef8a36939aa45efe29742c581.jpg
Accidents-online-video-cutter_com-_mp4-575_jpg.rf.5cee599074aaac38a4f9e5d90c3715db.jpg,0,DATASET/train/Accidents-online-video-cutter_com-_mp4-575_jpg.rf.5cee599074aaac38a4f9e5d90c3715db.jpg
Accidents-online-video-cutter_com-_mp4-827_jpg.rf.5d221dc04d45f423f3f41a6a327ceeb6.jpg,0,DATASET/train/Accidents-online-video-cutter_com-_mp4-827_jpg.rf.5d221dc04d45f423f3f41a6a327ceeb6.jpg
Accidents-online-video-cutter_com-_mp4-656_jpg.rf.5d6865c7a4e1a8875805b556bba99033.jpg,1,DATASET/train/Accidents-online-video-cutter_com-_mp4-656_jpg.rf.5d6865c7a4e1a8875805b556bba99033.jpg
Accidents-online-video-cutter_com-_mp4-366_jpg.rf.5d703a934970b93e381367327bf3bcf4.jpg,1,DATASET/train/Accidents-online-video-cutter_com-_mp4-366_jpg.rf.5d703a934970b93e381367327bf3bcf4.jpg
Accidents-online-video-cutter_com-_mp4-1221_jpg.rf.5d9886b509983f7390fce0a2cbacaa75.jpg,1,DATASET/train/Accidents-online-video-cutter_com-_mp4-1221_jpg.rf.5d9886b509983f7390fce0a2cbacaa75.jpg
Accidents-online-video-cutter_com-_mp4-677_jpg.rf.5d728fac138717c1dd98394e40b3d396.jpg,1,DATASET/train/Accidents-online-video-cutter_com-_mp4-677_jpg.rf.5d728fac138717c1dd98394e40b3d396.jpg
OIP-2023-04-25T164429-791_jpeg.rf.5dba410402d6f2eae3f68c94fa0527f6.jpg,1,DATASET/train/OIP-2023-04-25T164429-791_jpeg.rf.5dba410402d6f2eae3f68c94fa0527f6.jpg
test28_12_jpg.rf.5e090a041b0249e34f678a81bce3a6c0.jpg,0,DATASET/train/test28_12_jpg.rf.5e090a041b0249e34f678a81bce3a6c0.jpg
Accidents-online-video-cutter_com-_mp4-1276_jpg.rf.5deb40baedf7f397b2233cfb286342f8.jpg,1,DATASET/train/Accidents-online-video-cutter_com-_mp4-1276_jpg.rf.5deb40baedf7f397b2233cfb286342f8.jpg
Accidents-online-video-cutter_com-_mp4-16_jpg.rf.5e7fb8030163ed961d27e3e0584303fe.jpg,0,DATASET/train/Accidents-online-video-cutter_com-_mp4-16_jpg.rf.5e7fb8030163ed961d27e3e0584303fe.jpg
Accidents-online-video-cutter_com-1-_mp4-69_jpg.rf.5deb1e335bcc00f4720bfde113c60065.jpg,1,DATASET/train/Accidents-online-video-cutter_com-1-_mp4-69_jpg.rf.5deb1e335bcc00f4720bfde113c60065.jpg
ezgif-frame-067_jpg.rf.5eab60227ecfc302d3f23d33037045b0.jpg,1,DATASET/train/ezgif-frame-067_jpg.rf.5eab60227ecfc302d3f23d33037045b0.jpg
Accidents-online-video-cutter_com-_mp4-482_jpg.rf.5eacb2122751dc41b620b44b789b85c1.jpg,0,DATASET/train/Accidents-online-video-cutter_com-_mp4-482_jpg.rf.5eacb2122751dc41b620b44b789b85c1.jpg
test24_32_jpg.rf.5e901f1e2f3b1b0cd2766e6abbe6c782.jpg,1,DATASET/train/test24_32_jpg.rf.5e901f1e2f3b1b0cd2766e6abbe6c782.jpg
test28_4_jpg.rf.5ebd1d9dc6f67f16ed75820df2c8b30d.jpg,0,DATASET/train/test28_4_jpg.rf.5ebd1d9dc6f67f16ed75820df2c8b30d.jpg
ezgif-frame-069_jpg.rf.5ef17ec7f09e8f250bbbefac0f45aafc.jpg,1,DATASET/train/ezgif-frame-069_jpg.rf.5ef17ec7f09e8f250bbbefac0f45aafc.jpg
Accidents-online-video-cutter_com-_mp4-563_jpg.rf.5ed38daefb0e3476ce3ae5e39d45c68a.jpg,1,DATASET/train/Accidents-online-video-cutter_com-_mp4-563_jpg.rf.5ed38daefb0e3476ce3ae5e39d45c68a.jpg
test18_18_jpg.rf.5ece5b51285ce42e77b83ba9ab4581e7.jpg,0,DATASET/train/test18_18_jpg.rf.5ece5b51285ce42e77b83ba9ab4581e7.jpg
test11_33_jpg.rf.5f4be90fa2889adc921239adcb965f2f.jpg,1,DATASET/train/test11_33_jpg.rf.5f4be90fa2889adc921239adcb965f2f.jpg
ezgif-frame-108_jpg.rf.5f65e18ce43ac01ce2448aa6ee5871f9.jpg,0,DATASET/train/ezgif-frame-108_jpg.rf.5f65e18ce43ac01ce2448aa6ee5871f9.jpg
Accidents-online-video-cutter_com-_mp4-426_jpg.rf.5f6e512061bf96805cc535a019ff8e5c.jpg,0,DATASET/train/Accidents-online-video-cutter_com-_mp4-426_jpg.rf.5f6e512061bf96805cc535a019ff8e5c.jpg
Accidents-online-video-cutter_com-_mp4-1120_jpg.rf.5f5be24da44f87e6d97f7648316135c4.jpg,0,DATASET/train/Accidents-online-video-cutter_com-_mp4-1120_jpg.rf.5f5be24da44f87e6d97f7648316135c4.jpg
Accidents-online-video-cutter_com-_mp4-652_jpg.rf.5f95ba6e40c809739890ee55ea581d25.jpg,1,DATASET/train/Accidents-online-video-cutter_com-_mp4-652_jpg.rf.5f95ba6e40c809739890ee55ea581d25.jpg
test24_5_jpg.rf.5fa9ad58493a653cf23f1a7c21894125.jpg,0,DATASET/train/test24_5_jpg.rf.5fa9ad58493a653cf23f1a7c21894125.jpg
test25_1_jpg.rf.5faa46f3ea99df0ab4f0fd720b9f0c63.jpg,0,DATASET/train/test25_1_jpg.rf.5faa46f3ea99df0ab4f0fd720b9f0c63.jpg
Accidents-online-video-cutter_com-_mp4-798_jpg.rf.5ff359bf8f986362cfa2cb4eb128b781.jpg,0,DATASET/train/Accidents-online-video-cutter_com-_mp4-798_jpg.rf.5ff359bf8f986362cfa2cb4eb128b781.jpg
Accidents-online-video-cutter_com-_mp4-423_jpg.rf.6012c04378d5a2874e1f4afa9de716f7.jpg,0,DATASET/train/Accidents-online-video-cutter_com-_mp4-423_jpg.rf.6012c04378d5a2874e1f4afa9de716f7.jpg
Accidents-online-video-cutter_com-_mp4-804_jpg.rf.601b87fcff2050511da3239ce8f8a641.jpg,0,DATASET/train/Accidents-online-video-cutter_com-_mp4-804_jpg.rf.601b87fcff2050511da3239ce8f8a641.jpg
ezgif-frame-051_jpg.rf.601f642430b7f87273400fa2081166f3.jpg,1,DATASET/train/ezgif-frame-051_jpg.rf.601f642430b7f87273400fa2081166f3.jpg
test27_31_jpg.rf.6026f0688cc16976101f22b7d257e225.jpg,1,DATASET/train/test27_31_jpg.rf.6026f0688cc16976101f22b7d257e225.jpg
OIP-88-_jpeg.rf.60928dd6a998b5162f24987ab93493f7.jpg,1,DATASET/train/OIP-88-_jpeg.rf.60928dd6a998b5162f24987ab93493f7.jpg
OIP-2023-04-25T164420-229_jpeg.rf.6061b82375f0cd0d3c3079d7eef8aee8.jpg,1,DATASET/train/OIP-2023-04-25T164420-229_jpeg.rf.6061b82375f0cd0d3c3079d7eef8aee8.jpg
Accidents-online-video-cutter_com-_mp4-1373_jpg.rf.6072b638d0726bb770c58b110970e43a.jpg,0,DATASET/train/Accidents-online-video-cutter_com-_mp4-1373_jpg.rf.6072b638d0726bb770c58b110970e43a.jpg
Accidents-online-video-cutter_com-1-_mp4-133_jpg.rf.6069aac28ee68ecf90c747929cbca725.jpg,1,DATASET/train/Accidents-online-video-cutter_com-1-_mp4-133_jpg.rf.6069aac28ee68ecf90c747929cbca725.jpg
Accidents-online-video-cutter_com-_mp4-206_jpg.rf.60d13e385959b23567cf9aeefec160c5.jpg,0,DATASET/train/Accidents-online-video-cutter_com-_mp4-206_jpg.rf.60d13e385959b23567cf9aeefec160c5.jpg
ezgif-frame-156_jpg.rf.60d940c99d6c1fcdb41905a6da7f8328.jpg,1,DATASET/train/ezgif-frame-156_jpg.rf.60d940c99d6c1fcdb41905a6da7f8328.jpg
Accidents-online-video-cutter_com-_mp4-644_jpg.rf.60e320c097ff74b1514f466198e05f3c.jpg,1,DATASET/train/Accidents-online-video-cutter_com-_mp4-644_jpg.rf.60e320c097ff74b1514f466198e05f3c.jpg
Accidents-online-video-cutter_com-_mp4-629_jpg.rf.60efcdeff309034e4a9a9b9a707e585a.jpg,0,DATASET/train/Accidents-online-video-cutter_com-_mp4-629_jpg.rf.60efcdeff309034e4a9a9b9a707e585a.jpg
Accidents-online-video-cutter_com-_mp4-301_jpg.rf.5fb6efcb67aa3e189309299324dbaf08.jpg,0,DATASET/train/Accidents-online-video-cutter_com-_mp4-301_jpg.rf.5fb6efcb67aa3e189309299324dbaf08.jpg
OIP-2023-04-25T164420-506_jpeg.rf.6135554f436898761cef6838fcba880b.jpg,1,DATASET/train/OIP-2023-04-25T164420-506_jpeg.rf.6135554f436898761cef6838fcba880b.jpg
Accidents-online-video-cutter_com-_mp4-91_jpg.rf.6130f8968bb9ab5771bbb62981bb90aa.jpg,1,DATASET/train/Accidents-online-video-cutter_com-_mp4-91_jpg.rf.6130f8968bb9ab5771bbb62981bb90aa.jpg
OIP-2023-04-25T164459-981_jpeg.rf.61614b1853ae78eaf53c983cf83be04f.jpg,1,DATASET/train/OIP-2023-04-25T164459-981_jpeg.rf.61614b1853ae78eaf53c983cf83be04f.jpg
Accidents-online-video-cutter_com-_mp4-1045_jpg.rf.61524a6535b6dd5a7d8a289e5879ac25.jpg,0,DATASET/train/Accidents-online-video-cutter_com-_mp4-1045_jpg.rf.61524a6535b6dd5a7d8a289e5879ac25.jpg
Accidents-online-video-cutter_com-_mp4-747_jpg.rf.61d4bc24fb909a37d649e7da14d6ecb9.jpg,0,DATASET/train/Accidents-online-video-cutter_com-_mp4-747_jpg.rf.61d4bc24fb909a37d649e7da14d6ecb9.jpg
Accidents-online-video-cutter_com-_mp4-1201_jpg.rf.61d81219f4d919d9b67d467bfe7ca063.jpg,1,DATASET/train/Accidents-online-video-cutter_com-_mp4-1201_jpg.rf.61d81219f4d919d9b67d467bfe7ca063.jpg
test3_20_jpg.rf.61db76eddf95f662950980e6f3b816cb.jpg,0,DATASET/train/test3_20_jpg.rf.61db76eddf95f662950980e6f3b816cb.jpg
test24_43_jpg.rf.61f6250b051645b94377aa847445a1fb.jpg,1,DATASET/train/test24_43_jpg.rf.61f6250b051645b94377aa847445a1fb.jpg
OIP-46-_jpeg.rf.622205d842829013ed7d7e014b518d2e.jpg,1,DATASET/train/OIP-46-_jpeg.rf.622205d842829013ed7d7e014b518d2e.jpg
Accidents-online-video-cutter_com-_mp4-1041_jpg.rf.61f9d7e0e0be29bf2f89d626b3d65d3e.jpg,0,DATASET/train/Accidents-online-video-cutter_com-_mp4-1041_jpg.rf.61f9d7e0e0be29bf2f89d626b3d65d3e.jpg
Accidents-online-video-cutter_com-_mp4-1165_jpg.rf.625af8022defa0f4b45c29c934eddde3.jpg,0,DATASET/train/Accidents-online-video-cutter_com-_mp4-1165_jpg.rf.625af8022defa0f4b45c29c934eddde3.jpg
ezgif-frame-028_jpg.rf.62473df9e742951e304f82faf0783f40.jpg,0,DATASET/train/ezgif-frame-028_jpg.rf.62473df9e742951e304f82faf0783f40.jpg
OIP-2-_jpeg.rf.625b953fd1539898c0ed607ece60aa96.jpg,1,DATASET/train/OIP-2-_jpeg.rf.625b953fd1539898c0ed607ece60aa96.jpg
Accidents-online-video-cutter_com-_mp4-1253_jpg.rf.62f24b000aeca1a2a35c0674258ef473.jpg,1,DATASET/train/Accidents-online-video-cutter_com-_mp4-1253_jpg.rf.62f24b000aeca1a2a35c0674258ef473.jpg
ezgif-frame-152_jpg.rf.62adcc3a5aec3435b3254938b1184da3.jpg,1,DATASET/train/ezgif-frame-152_jpg.rf.62adcc3a5aec3435b3254938b1184da3.jpg
Accidents-online-video-cutter_com-_mp4-618_jpg.rf.62f994c3f9fb990d77286f0179a6f58d.jpg,0,DATASET/train/Accidents-online-video-cutter_com-_mp4-618_jpg.rf.62f994c3f9fb990d77286f0179a6f58d.jpg
Accidents-online-video-cutter_com-_mp4-1021_jpg.rf.6320406476b6b1fff02541292e7b2d31.jpg,0,DATASET/train/Accidents-online-video-cutter_com-_mp4-1021_jpg.rf.6320406476b6b1fff02541292e7b2d31.jpg
OIP-41-_jpeg.rf.62fc7d2cc174296cb7380769ba69af72.jpg,1,DATASET/train/OIP-41-_jpeg.rf.62fc7d2cc174296cb7380769ba69af72.jpg
Accidents-online-video-cutter_com-1-_mp4-57_jpg.rf.630e83c22df1160ecd43f70cfb28ceab.jpg,1,DATASET/train/Accidents-online-video-cutter_com-1-_mp4-57_jpg.rf.630e83c22df1160ecd43f70cfb28ceab.jpg
OIP-2023-04-25T164430-398_jpeg.rf.6322b8779cc042a62adea87c1ebc6a11.jpg,1,DATASET/train/OIP-2023-04-25T164430-398_jpeg.rf.6322b8779cc042a62adea87c1ebc6a11.jpg
Accidents-online-video-cutter_com-_mp4-498_jpg.rf.637cc5a8bdcf7b0c5ddb8557a769d067.jpg,0,DATASET/train/Accidents-online-video-cutter_com-_mp4-498_jpg.rf.637cc5a8bdcf7b0c5ddb8557a769d067.jpg
test24_42_jpg.rf.63848101df7a98d2acef6d4688f861ce.jpg,1,DATASET/train/test24_42_jpg.rf.63848101df7a98d2acef6d4688f861ce.jpg
test20_8_jpg.rf.6335720101a1632919e77e09794a83a3.jpg,0,DATASET/train/test20_8_jpg.rf.6335720101a1632919e77e09794a83a3.jpg
Accidents-online-video-cutter_com-_mp4-1178_jpg.rf.6353d03bd491010a903ce8c3834c110b.jpg,1,DATASET/train/Accidents-online-video-cutter_com-_mp4-1178_jpg.rf.6353d03bd491010a903ce8c3834c110b.jpg
ezgif-frame-150_jpg.rf.638cd6ae5885b720dbac66eee259a60f.jpg,1,DATASET/train/ezgif-frame-150_jpg.rf.638cd6ae5885b720dbac66eee259a60f.jpg
ezgif-frame-032_jpg.rf.63957bbb0d9713896161bf6c15e1b92a.jpg,0,DATASET/train/ezgif-frame-032_jpg.rf.63957bbb0d9713896161bf6c15e1b92a.jpg
Accidents-online-video-cutter_com-_mp4-1185_jpg.rf.638cc2211ae195fcae4c9bb2766bf2e1.jpg,1,DATASET/train/Accidents-online-video-cutter_com-_mp4-1185_jpg.rf.638cc2211ae195fcae4c9bb2766bf2e1.jpg
OIP-2023-04-25T164502-700_jpeg.rf.63af65bf6597e038dc16191cda9fa218.jpg,1,DATASET/train/OIP-2023-04-25T164502-700_jpeg.rf.63af65bf6597e038dc16191cda9fa218.jpg
Accidents-online-video-cutter_com-_mp4-289_jpg.rf.63b24a42e4db51b2b43e045685de8171.jpg,0,DATASET/train/Accidents-online-video-cutter_com-_mp4-289_jpg.rf.63b24a42e4db51b2b43e045685de8171.jpg
Accidents-online-video-cutter_com-1-_mp4-119_jpg.rf.63ca05957252dc5714493357e8180740.jpg,1,DATASET/train/Accidents-online-video-cutter_com-1-_mp4-119_jpg.rf.63ca05957252dc5714493357e8180740.jpg
OIP-2023-04-25T164439-968_jpeg.rf.63a4f871a9339847165053927f19eb34.jpg,1,DATASET/train/OIP-2023-04-25T164439-968_jpeg.rf.63a4f871a9339847165053927f19eb34.jpg
Accidents-online-video-cutter_com-_mp4-757_jpg.rf.63f01fa555a8145cc4896f8dd78268f4.jpg,0,DATASET/train/Accidents-online-video-cutter_com-_mp4-757_jpg.rf.63f01fa555a8145cc4896f8dd78268f4.jpg
Accidents-online-video-cutter_com-_mp4-231_jpg.rf.642368f35468e418e6ac60378d18bece.jpg,1,DATASET/train/Accidents-online-video-cutter_com-_mp4-231_jpg.rf.642368f35468e418e6ac60378d18bece.jpg
Accidents-online-video-cutter_com-_mp4-259_jpg.rf.641158477ce85aa4d953bb1941f57fd5.jpg,0,DATASET/train/Accidents-online-video-cutter_com-_mp4-259_jpg.rf.641158477ce85aa4d953bb1941f57fd5.jpg
Accidents-online-video-cutter_com-_mp4-1214_jpg.rf.648d4efd17532729c352c20b2a1439ab.jpg,1,DATASET/train/Accidents-online-video-cutter_com-_mp4-1214_jpg.rf.648d4efd17532729c352c20b2a1439ab.jpg
OIP-23-_jpeg.rf.6452618bcd5b2166b84abf6e25df5094.jpg,1,DATASET/train/OIP-23-_jpeg.rf.6452618bcd5b2166b84abf6e25df5094.jpg
ezgif-frame-053_jpg.rf.649baf64796461cd31323e4ab5855054.jpg,1,DATASET/train/ezgif-frame-053_jpg.rf.649baf64796461cd31323e4ab5855054.jpg
th-17-_jpeg.rf.6498c6d9c429741e52dd38fabfd69597.jpg,1,DATASET/train/th-17-_jpeg.rf.6498c6d9c429741e52dd38fabfd69597.jpg
test4_27_jpg.rf.649d2a3fd0bce0b3e2a6b6c2a3f07c11.jpg,0,DATASET/train/test4_27_jpg.rf.649d2a3fd0bce0b3e2a6b6c2a3f07c11.jpg
test10_24_jpg.rf.64bfea416b4bc5cc8002a3afa5b17381.jpg,1,DATASET/train/test10_24_jpg.rf.64bfea416b4bc5cc8002a3afa5b17381.jpg
ezgif-frame-054_jpg.rf.64af6242e48ee713304a13632bece3d9.jpg,1,DATASET/train/ezgif-frame-054_jpg.rf.64af6242e48ee713304a13632bece3d9.jpg
ezgif-frame-002_jpg.rf.64c25b035c9b346616f54497e921b4a8.jpg,0,DATASET/train/ezgif-frame-002_jpg.rf.64c25b035c9b346616f54497e921b4a8.jpg
